cliente_Log,idade,uf_nascimento,renda,Faixa de Renda
04010,80,PR,13765,Mais Que R$10.000
19786,70,RJ,14837,Mais Que R$10.000
09760,41,RJ,10038,Mais Que R$10.000
05663,66,RJ,8933,Entre R$7.500 e R$10.000
13494,44,RJ,1884,Entre R$1.750 e R$2.500
23195,59,MT,10493,Mais Que R$10.000
06836,22,GO,1515,Até R$1.750
10407,52,SP,11039,Mais Que R$10.000
09626,27,SP,11202,Mais Que R$10.000
17268,48,BA,6823,Entre R$5.000 e R$7.500
00716,28,PR,5218,Entre R$5.000 e R$7.500
18421,62,RJ,10676,Mais Que R$10.000
00533,51,PE,4171,Entre R$2.500 e R$5.000
21136,40,SP,13292,Mais Que R$10.000
06221,81,RJ,7956,Entre R$7.500 e R$10.000
07531,25,MT,14656,Mais Que R$10.000
02572,36,SP,13725,Mais Que R$10.000
00004,50,SC,14238,Mais Que R$10.000
07152,37,ES,13699,Mais Que R$10.000
17398,50,RJ,2526,Entre R$2.500 e R$5.000
08648,74,MG,14372,Mais Que R$10.000
01073,37,RJ,13452,Mais Que R$10.000
16570,23,SP,9673,Entre R$7.500 e R$10.000
11421,55,SP,12400,Mais Que R$10.000
18287,22,SP,2204,Entre R$1.750 e R$2.500
21135,29,SP,10869,Mais Que R$10.000
21334,88,SP,3011,Entre R$2.500 e R$5.000
03774,55,SP,6181,Entre R$5.000 e R$7.500
23627,47,RS,2441,Entre R$1.750 e R$2.500
15950,74,RJ,1970,Entre R$1.750 e R$2.500
00904,60,RJ,14314,Mais Que R$10.000
11903,53,SP,2291,Entre R$1.750 e R$2.500
27158,50,MG,6779,Entre R$5.000 e R$7.500
14142,76,RS,3632,Entre R$2.500 e R$5.000
02270,26,PR,5426,Entre R$5.000 e R$7.500
13645,44,AL,5009,Entre R$5.000 e R$7.500
23302,25,RN,10453,Mais Que R$10.000
08710,50,SP,5594,Entre R$5.000 e R$7.500
09085,40,SP,2138,Entre R$1.750 e R$2.500
08136,69,RJ,5424,Entre R$5.000 e R$7.500
25429,82,RJ,5071,Entre R$5.000 e R$7.500
08403,24,MG,1825,Entre R$1.750 e R$2.500
27112,66,SP,3517,Entre R$2.500 e R$5.000
18265,78,RJ,8554,Entre R$7.500 e R$10.000
22934,85,RS,12196,Mais Que R$10.000
14138,28,SP,2936,Entre R$2.500 e R$5.000
13728,19,SP,10600,Mais Que R$10.000
01778,61,MG,10002,Mais Que R$10.000
02826,66,SP,11307,Mais Que R$10.000
21813,54,MG,3573,Entre R$2.500 e R$5.000
13532,65,SP,10875,Mais Que R$10.000
23518,43,GO,6073,Entre R$5.000 e R$7.500
05764,49,AL,7372,Entre R$5.000 e R$7.500
24957,26,DF,4999,Entre R$2.500 e R$5.000
18273,66,PR,14396,Mais Que R$10.000
09726,47,RJ,8911,Entre R$7.500 e R$10.000
05626,37,SP,4995,Entre R$2.500 e R$5.000
14885,61,MG,11033,Mais Que R$10.000
20950,62,SP,4473,Entre R$2.500 e R$5.000
11393,20,MG,14570,Mais Que R$10.000
12202,23,SC,13635,Mais Que R$10.000
06943,67,AL,11889,Mais Que R$10.000
02090,28,SP,13524,Mais Que R$10.000
21863,83,DF,2316,Entre R$1.750 e R$2.500
16668,79,SC,3243,Entre R$2.500 e R$5.000
13942,84,MG,7975,Entre R$7.500 e R$10.000
01673,66,MG,13507,Mais Que R$10.000
16230,20,RJ,14815,Mais Que R$10.000
19620,40,PR,12891,Mais Que R$10.000
11213,88,PR,2773,Entre R$2.500 e R$5.000
13670,70,RS,11037,Mais Que R$10.000
07588,59,RJ,12567,Mais Que R$10.000
21159,23,SP,14866,Mais Que R$10.000
06699,30,PA,7885,Entre R$7.500 e R$10.000
22232,37,SP,1815,Entre R$1.750 e R$2.500
05680,50,BA,13444,Mais Que R$10.000
01367,65,RJ,5529,Entre R$5.000 e R$7.500
21278,59,SP,2322,Entre R$1.750 e R$2.500
17731,47,SP,12991,Mais Que R$10.000
21339,77,SP,13644,Mais Que R$10.000
15940,82,RJ,12196,Mais Que R$10.000
06334,55,PR,10982,Mais Que R$10.000
11513,73,SP,12687,Mais Que R$10.000
08945,22,SP,9743,Entre R$7.500 e R$10.000
18220,83,MG,8763,Entre R$7.500 e R$10.000
00176,59,RS,12946,Mais Que R$10.000
26095,85,RJ,9387,Entre R$7.500 e R$10.000
21826,32,RJ,3898,Entre R$2.500 e R$5.000
06046,74,RJ,3097,Entre R$2.500 e R$5.000
18444,23,SP,11499,Mais Que R$10.000
05440,19,SP,11467,Mais Que R$10.000
06630,56,GO,6290,Entre R$5.000 e R$7.500
20929,78,SP,12665,Mais Que R$10.000
21456,69,RJ,2395,Entre R$1.750 e R$2.500
24275,37,SP,2379,Entre R$1.750 e R$2.500
21266,53,DF,8146,Entre R$7.500 e R$10.000
01407,84,SC,12876,Mais Que R$10.000
04327,86,RJ,4391,Entre R$2.500 e R$5.000
25474,71,RJ,5175,Entre R$5.000 e R$7.500
27127,71,BA,14520,Mais Que R$10.000
20220,21,DF,9212,Entre R$7.500 e R$10.000
26462,22,RJ,12662,Mais Que R$10.000
13116,45,PR,13354,Mais Que R$10.000
18388,32,RJ,7971,Entre R$7.500 e R$10.000
05288,58,RJ,10118,Mais Que R$10.000
02320,50,MG,3223,Entre R$2.500 e R$5.000
20132,65,SP,7034,Entre R$5.000 e R$7.500
08690,42,SP,7605,Entre R$7.500 e R$10.000
13179,75,RJ,11049,Mais Que R$10.000
23092,83,SP,9428,Entre R$7.500 e R$10.000
09313,62,MG,2879,Entre R$2.500 e R$5.000
13423,62,SP,1691,Até R$1.750
18271,52,SP,1551,Até R$1.750
23070,77,RJ,7154,Entre R$5.000 e R$7.500
23360,46,MG,14871,Mais Que R$10.000
21881,76,SP,12226,Mais Que R$10.000
11546,41,DF,11473,Mais Que R$10.000
25973,88,SP,3253,Entre R$2.500 e R$5.000
01480,56,AL,8117,Entre R$7.500 e R$10.000
24831,59,SP,1762,Entre R$1.750 e R$2.500
13038,36,RR,6717,Entre R$5.000 e R$7.500
01312,40,SP,3547,Entre R$2.500 e R$5.000
24985,78,RS,4650,Entre R$2.500 e R$5.000
14365,31,RS,8081,Entre R$7.500 e R$10.000
05006,36,SP,12222,Mais Que R$10.000
26439,67,SP,8809,Entre R$7.500 e R$10.000
25053,28,MG,13573,Mais Que R$10.000
18516,72,SP,12466,Mais Que R$10.000
15487,71,RS,12533,Mais Que R$10.000
11851,81,PR,11625,Mais Que R$10.000
25532,78,RJ,6059,Entre R$5.000 e R$7.500
17309,73,SP,8381,Entre R$7.500 e R$10.000
26503,72,RJ,6999,Entre R$5.000 e R$7.500
23278,36,SP,8453,Entre R$7.500 e R$10.000
09881,25,SP,11765,Mais Que R$10.000
16574,74,MG,8424,Entre R$7.500 e R$10.000
16150,29,MG,3922,Entre R$2.500 e R$5.000
18833,49,RJ,9104,Entre R$7.500 e R$10.000
20852,68,SC,5794,Entre R$5.000 e R$7.500
02198,40,RJ,8508,Entre R$7.500 e R$10.000
06045,64,MG,2150,Entre R$1.750 e R$2.500
25654,79,PR,6255,Entre R$5.000 e R$7.500
23511,54,MT,13782,Mais Que R$10.000
25886,79,SP,2053,Entre R$1.750 e R$2.500
27670,79,RJ,10157,Mais Que R$10.000
27554,19,DF,8558,Entre R$7.500 e R$10.000
05075,32,SP,13399,Mais Que R$10.000
21891,53,SP,14539,Mais Que R$10.000
03095,30,SP,12418,Mais Que R$10.000
11426,84,SE,10453,Mais Que R$10.000
09404,64,RN,6001,Entre R$5.000 e R$7.500
17689,76,DF,11745,Mais Que R$10.000
10264,68,SP,11669,Mais Que R$10.000
10434,40,BA,4989,Entre R$2.500 e R$5.000
12509,46,PB,5628,Entre R$5.000 e R$7.500
27526,22,SP,3021,Entre R$2.500 e R$5.000
12511,34,MG,3300,Entre R$2.500 e R$5.000
08253,37,RS,1813,Entre R$1.750 e R$2.500
22653,50,SP,6617,Entre R$5.000 e R$7.500
24467,74,RS,9146,Entre R$7.500 e R$10.000
10270,75,SP,10914,Mais Que R$10.000
08813,60,SP,6363,Entre R$5.000 e R$7.500
22223,83,RJ,6445,Entre R$5.000 e R$7.500
00730,40,RS,13426,Mais Que R$10.000
12240,34,MG,2036,Entre R$1.750 e R$2.500
05414,58,SP,4254,Entre R$2.500 e R$5.000
17839,80,BA,6812,Entre R$5.000 e R$7.500
20836,29,SP,7554,Entre R$7.500 e R$10.000
20776,36,BA,7907,Entre R$7.500 e R$10.000
09266,20,SP,6023,Entre R$5.000 e R$7.500
11549,52,SP,6445,Entre R$5.000 e R$7.500
09429,79,SP,9935,Entre R$7.500 e R$10.000
12049,24,ES,4659,Entre R$2.500 e R$5.000
20186,41,SP,14692,Mais Que R$10.000
06869,87,SP,11830,Mais Que R$10.000
18740,44,SP,12354,Mais Que R$10.000
11633,23,SP,3709,Entre R$2.500 e R$5.000
07007,55,SP,2189,Entre R$1.750 e R$2.500
24589,63,SP,13714,Mais Que R$10.000
25050,48,SP,12427,Mais Que R$10.000
12968,63,RJ,3366,Entre R$2.500 e R$5.000
04641,81,SP,7275,Entre R$5.000 e R$7.500
01084,37,SP,6609,Entre R$5.000 e R$7.500
17557,56,RS,12464,Mais Que R$10.000
02722,64,RJ,10754,Mais Que R$10.000
15571,29,GO,6736,Entre R$5.000 e R$7.500
16976,66,BA,4838,Entre R$2.500 e R$5.000
20927,31,MG,5410,Entre R$5.000 e R$7.500
20839,84,RJ,7218,Entre R$5.000 e R$7.500
17070,75,MG,10540,Mais Que R$10.000
24813,75,AL,3583,Entre R$2.500 e R$5.000
24560,33,SP,7019,Entre R$5.000 e R$7.500
02265,44,CE,11525,Mais Que R$10.000
00316,48,PR,9804,Entre R$7.500 e R$10.000
06314,23,ES,8894,Entre R$7.500 e R$10.000
21034,25,BA,12450,Mais Que R$10.000
08492,21,MG,4858,Entre R$2.500 e R$5.000
05856,40,MG,13635,Mais Que R$10.000
10194,55,SP,11417,Mais Que R$10.000
27535,74,PE,7763,Entre R$7.500 e R$10.000
25257,29,PE,14292,Mais Que R$10.000
17769,62,SP,9745,Entre R$7.500 e R$10.000
06077,46,SP,3280,Entre R$2.500 e R$5.000
23915,38,RJ,10837,Mais Que R$10.000
14185,79,BA,7992,Entre R$7.500 e R$10.000
25736,67,MG,6680,Entre R$5.000 e R$7.500
22489,36,SP,10758,Mais Que R$10.000
18060,54,RJ,7008,Entre R$5.000 e R$7.500
14647,78,SP,13994,Mais Que R$10.000
25970,32,RS,3464,Entre R$2.500 e R$5.000
01338,72,SP,8302,Entre R$7.500 e R$10.000
11256,83,MG,1514,Até R$1.750
03556,24,MG,13855,Mais Que R$10.000
26927,55,RJ,1732,Até R$1.750
26383,22,RN,1620,Até R$1.750
05753,25,SP,6875,Entre R$5.000 e R$7.500
02647,69,MG,9019,Entre R$7.500 e R$10.000
18135,64,RJ,14018,Mais Que R$10.000
07684,66,MG,5549,Entre R$5.000 e R$7.500
11673,65,RJ,4480,Entre R$2.500 e R$5.000
13935,47,SP,8076,Entre R$7.500 e R$10.000
03574,84,RS,4941,Entre R$2.500 e R$5.000
08700,81,SP,7370,Entre R$5.000 e R$7.500
20561,28,RS,3130,Entre R$2.500 e R$5.000
07486,64,RJ,4680,Entre R$2.500 e R$5.000
12806,53,RJ,2403,Entre R$1.750 e R$2.500
02400,36,SP,8471,Entre R$7.500 e R$10.000
14678,79,RJ,9454,Entre R$7.500 e R$10.000
15120,75,RJ,13086,Mais Que R$10.000
07021,24,SP,12246,Mais Que R$10.000
05531,26,SP,3478,Entre R$2.500 e R$5.000
04423,48,SP,6358,Entre R$5.000 e R$7.500
18171,60,SP,1802,Entre R$1.750 e R$2.500
04462,58,BA,12437,Mais Que R$10.000
22679,45,MG,8460,Entre R$7.500 e R$10.000
05691,40,RJ,6174,Entre R$5.000 e R$7.500
01813,25,SP,10090,Mais Que R$10.000
16845,48,MG,9780,Entre R$7.500 e R$10.000
01272,59,RJ,8074,Entre R$7.500 e R$10.000
24882,88,PR,12045,Mais Que R$10.000
16954,63,MG,9501,Entre R$7.500 e R$10.000
23166,24,RJ,7889,Entre R$7.500 e R$10.000
17464,72,MG,2613,Entre R$2.500 e R$5.000
16985,75,MG,6618,Entre R$5.000 e R$7.500
05988,57,MG,4233,Entre R$2.500 e R$5.000
00847,67,RJ,8062,Entre R$7.500 e R$10.000
08797,34,MG,1613,Até R$1.750
22928,24,SP,8351,Entre R$7.500 e R$10.000
21562,19,SP,14827,Mais Que R$10.000
21271,34,RJ,1581,Até R$1.750
17533,85,SP,8209,Entre R$7.500 e R$10.000
24729,26,SP,9307,Entre R$7.500 e R$10.000
17324,86,PB,5434,Entre R$5.000 e R$7.500
20804,27,SP,14756,Mais Que R$10.000
06422,61,SP,5650,Entre R$5.000 e R$7.500
18169,72,RS,6178,Entre R$5.000 e R$7.500
00866,64,RJ,14651,Mais Que R$10.000
20790,55,SP,10229,Mais Que R$10.000
23933,19,RS,2278,Entre R$1.750 e R$2.500
25318,79,MG,5576,Entre R$5.000 e R$7.500
08373,43,ES,1586,Até R$1.750
18163,43,SP,13284,Mais Que R$10.000
21586,19,MG,14524,Mais Que R$10.000
13453,74,GO,2484,Entre R$1.750 e R$2.500
12111,21,AL,4894,Entre R$2.500 e R$5.000
24295,75,SP,14570,Mais Que R$10.000
23765,43,CE,3822,Entre R$2.500 e R$5.000
21993,78,RS,12177,Mais Que R$10.000
01094,64,MG,9735,Entre R$7.500 e R$10.000
07015,83,SP,10949,Mais Que R$10.000
12401,30,RS,10083,Mais Que R$10.000
03143,49,SC,2319,Entre R$1.750 e R$2.500
12949,86,RS,5316,Entre R$5.000 e R$7.500
03368,51,RJ,13941,Mais Que R$10.000
07571,25,MG,11301,Mais Que R$10.000
15358,39,SP,8936,Entre R$7.500 e R$10.000
05634,19,SP,5603,Entre R$5.000 e R$7.500
15303,54,MG,14911,Mais Que R$10.000
05298,43,SP,12369,Mais Que R$10.000
27189,77,RN,9228,Entre R$7.500 e R$10.000
21157,75,SP,11877,Mais Que R$10.000
04689,34,MG,7293,Entre R$5.000 e R$7.500
27534,26,PR,2335,Entre R$1.750 e R$2.500
20051,84,SC,7173,Entre R$5.000 e R$7.500
19459,45,MT,4621,Entre R$2.500 e R$5.000
26233,37,RS,14026,Mais Que R$10.000
12645,80,SP,4256,Entre R$2.500 e R$5.000
09474,37,MG,8377,Entre R$7.500 e R$10.000
25908,64,PR,6311,Entre R$5.000 e R$7.500
10720,81,MG,9537,Entre R$7.500 e R$10.000
25669,75,CE,13053,Mais Que R$10.000
18443,45,SP,14528,Mais Que R$10.000
09509,46,SP,2525,Entre R$2.500 e R$5.000
05020,60,SP,12927,Mais Que R$10.000
03661,73,MG,4342,Entre R$2.500 e R$5.000
15939,65,SP,2560,Entre R$2.500 e R$5.000
16037,47,RJ,14157,Mais Que R$10.000
09560,32,RJ,4679,Entre R$2.500 e R$5.000
25085,33,RJ,9728,Entre R$7.500 e R$10.000
16583,48,ES,11190,Mais Que R$10.000
12052,74,RJ,11428,Mais Que R$10.000
27540,87,SP,3051,Entre R$2.500 e R$5.000
13447,64,SP,2272,Entre R$1.750 e R$2.500
04332,83,MG,5867,Entre R$5.000 e R$7.500
05463,69,RJ,11682,Mais Que R$10.000
18532,89,SP,9179,Entre R$7.500 e R$10.000
05638,25,RS,7158,Entre R$5.000 e R$7.500
12072,52,RJ,5009,Entre R$5.000 e R$7.500
15020,85,SP,13975,Mais Que R$10.000
00999,63,RJ,12699,Mais Que R$10.000
21739,56,SC,13091,Mais Que R$10.000
19008,66,SP,13196,Mais Que R$10.000
02108,83,RJ,11277,Mais Que R$10.000
05171,19,SP,5737,Entre R$5.000 e R$7.500
21553,23,RS,7767,Entre R$7.500 e R$10.000
10232,81,RJ,7676,Entre R$7.500 e R$10.000
11131,36,PI,10129,Mais Que R$10.000
26470,60,SP,12237,Mais Que R$10.000
05881,73,PE,3359,Entre R$2.500 e R$5.000
05357,31,SC,8394,Entre R$7.500 e R$10.000
13209,57,SP,3389,Entre R$2.500 e R$5.000
26759,61,SP,2182,Entre R$1.750 e R$2.500
00905,33,DF,3080,Entre R$2.500 e R$5.000
12777,29,SP,10538,Mais Que R$10.000
20169,74,MG,2827,Entre R$2.500 e R$5.000
04510,54,RJ,4782,Entre R$2.500 e R$5.000
25338,69,MG,13777,Mais Que R$10.000
03985,82,SP,6862,Entre R$5.000 e R$7.500
02781,69,RJ,11954,Mais Que R$10.000
02694,67,RJ,3864,Entre R$2.500 e R$5.000
20877,21,SP,14555,Mais Que R$10.000
03876,78,MG,4770,Entre R$2.500 e R$5.000
00374,79,SP,14751,Mais Que R$10.000
21222,39,MT,8206,Entre R$7.500 e R$10.000
25292,71,SP,8988,Entre R$7.500 e R$10.000
14023,18,SP,13267,Mais Que R$10.000
24591,43,SP,4903,Entre R$2.500 e R$5.000
13530,53,SP,7489,Entre R$5.000 e R$7.500
03415,71,MG,12622,Mais Que R$10.000
21638,49,SC,12677,Mais Que R$10.000
22033,84,MG,10480,Mais Que R$10.000
13535,74,RS,2668,Entre R$2.500 e R$5.000
22041,38,SC,4673,Entre R$2.500 e R$5.000
05480,64,SP,8594,Entre R$7.500 e R$10.000
23104,28,DF,4415,Entre R$2.500 e R$5.000
03607,23,SP,14113,Mais Que R$10.000
17678,25,SP,5803,Entre R$5.000 e R$7.500
08124,19,CE,14533,Mais Que R$10.000
24594,70,RJ,13999,Mais Que R$10.000
06588,73,SP,5507,Entre R$5.000 e R$7.500
05227,70,RJ,5645,Entre R$5.000 e R$7.500
23187,78,SC,3052,Entre R$2.500 e R$5.000
09663,54,RS,11408,Mais Que R$10.000
22118,19,SP,5947,Entre R$5.000 e R$7.500
00264,70,SP,13226,Mais Que R$10.000
27297,27,RJ,13826,Mais Que R$10.000
12451,46,DF,6555,Entre R$5.000 e R$7.500
12879,29,MG,12094,Mais Que R$10.000
20722,56,RJ,8517,Entre R$7.500 e R$10.000
02455,43,SP,7158,Entre R$5.000 e R$7.500
26993,39,MG,13066,Mais Que R$10.000
26572,69,RJ,5392,Entre R$5.000 e R$7.500
11897,19,SP,14210,Mais Que R$10.000
24451,30,RS,7039,Entre R$5.000 e R$7.500
02313,82,RS,4048,Entre R$2.500 e R$5.000
21733,67,RJ,2199,Entre R$1.750 e R$2.500
00571,70,RJ,11274,Mais Que R$10.000
27498,54,SP,2681,Entre R$2.500 e R$5.000
27812,50,MG,11195,Mais Que R$10.000
22598,31,PE,5593,Entre R$5.000 e R$7.500
23208,29,SP,4366,Entre R$2.500 e R$5.000
25840,85,SP,9298,Entre R$7.500 e R$10.000
17868,73,MG,4437,Entre R$2.500 e R$5.000
24058,85,RN,9794,Entre R$7.500 e R$10.000
24939,46,RJ,4252,Entre R$2.500 e R$5.000
27429,82,MG,9850,Entre R$7.500 e R$10.000
12514,46,RJ,9580,Entre R$7.500 e R$10.000
03291,45,RJ,4614,Entre R$2.500 e R$5.000
09381,32,RS,13378,Mais Que R$10.000
20453,56,BA,2465,Entre R$1.750 e R$2.500
17817,23,MG,10599,Mais Que R$10.000
09716,75,GO,3116,Entre R$2.500 e R$5.000
15447,41,MG,14496,Mais Que R$10.000
12154,75,MG,9665,Entre R$7.500 e R$10.000
10277,74,RJ,13054,Mais Que R$10.000
21234,56,RJ,12997,Mais Que R$10.000
08521,19,RJ,2195,Entre R$1.750 e R$2.500
02237,35,SP,6730,Entre R$5.000 e R$7.500
25489,68,SP,3645,Entre R$2.500 e R$5.000
22543,50,SP,4207,Entre R$2.500 e R$5.000
16176,24,SP,13117,Mais Que R$10.000
25598,80,SP,7784,Entre R$7.500 e R$10.000
23459,24,RJ,7509,Entre R$7.500 e R$10.000
24871,22,SP,3878,Entre R$2.500 e R$5.000
08634,83,MG,4136,Entre R$2.500 e R$5.000
23868,85,RN,3054,Entre R$2.500 e R$5.000
19529,62,SP,11697,Mais Que R$10.000
06951,54,BA,9696,Entre R$7.500 e R$10.000
06145,25,PR,12966,Mais Que R$10.000
03684,24,SP,10325,Mais Que R$10.000
11757,89,PR,1854,Entre R$1.750 e R$2.500
08062,85,PR,2199,Entre R$1.750 e R$2.500
04053,50,SP,12693,Mais Que R$10.000
04647,29,SP,2379,Entre R$1.750 e R$2.500
06726,51,DF,11473,Mais Que R$10.000
25576,30,RJ,8292,Entre R$7.500 e R$10.000
16467,86,ES,4764,Entre R$2.500 e R$5.000
12819,21,SP,4329,Entre R$2.500 e R$5.000
00348,82,RJ,9553,Entre R$7.500 e R$10.000
12948,82,SP,10358,Mais Que R$10.000
25268,75,RS,10485,Mais Que R$10.000
06974,31,SP,12942,Mais Que R$10.000
23463,31,SP,13054,Mais Que R$10.000
12921,43,SP,5402,Entre R$5.000 e R$7.500
19023,78,SP,13230,Mais Que R$10.000
18095,28,RJ,12282,Mais Que R$10.000
25616,65,SP,5101,Entre R$5.000 e R$7.500
23212,46,GO,7500,Entre R$7.500 e R$10.000
24505,19,RJ,2978,Entre R$2.500 e R$5.000
21201,86,SP,9575,Entre R$7.500 e R$10.000
26193,22,RJ,5798,Entre R$5.000 e R$7.500
14535,89,SP,9197,Entre R$7.500 e R$10.000
15327,33,SP,10885,Mais Que R$10.000
07648,20,SP,2084,Entre R$1.750 e R$2.500
04754,23,MG,12216,Mais Que R$10.000
17909,40,SP,13317,Mais Que R$10.000
19976,71,SP,14911,Mais Que R$10.000
20644,54,RJ,3104,Entre R$2.500 e R$5.000
04836,59,SP,2674,Entre R$2.500 e R$5.000
12018,24,SP,1840,Entre R$1.750 e R$2.500
12334,61,SC,5222,Entre R$5.000 e R$7.500
19222,48,PE,2704,Entre R$2.500 e R$5.000
01467,80,BA,5559,Entre R$5.000 e R$7.500
22003,86,MG,9169,Entre R$7.500 e R$10.000
06398,27,RS,8618,Entre R$7.500 e R$10.000
20461,55,RJ,13695,Mais Que R$10.000
12355,51,RJ,8619,Entre R$7.500 e R$10.000
02176,38,RJ,6817,Entre R$5.000 e R$7.500
26495,74,MG,14070,Mais Que R$10.000
20080,51,SC,11223,Mais Que R$10.000
06357,50,SP,10512,Mais Que R$10.000
09869,34,SP,9920,Entre R$7.500 e R$10.000
26148,58,RJ,2180,Entre R$1.750 e R$2.500
26246,67,PE,5961,Entre R$5.000 e R$7.500
01418,52,SP,10080,Mais Que R$10.000
04466,74,CE,12545,Mais Que R$10.000
12636,29,SP,12865,Mais Que R$10.000
03765,62,RJ,14452,Mais Que R$10.000
24829,23,RJ,3426,Entre R$2.500 e R$5.000
18221,32,RS,1531,Até R$1.750
01346,65,MG,13196,Mais Que R$10.000
23107,65,MG,3286,Entre R$2.500 e R$5.000
21667,82,MG,14317,Mais Que R$10.000
26884,58,SP,11474,Mais Que R$10.000
27177,57,SP,10227,Mais Que R$10.000
14876,48,RS,12139,Mais Que R$10.000
06044,45,SP,3076,Entre R$2.500 e R$5.000
00911,48,RJ,6506,Entre R$5.000 e R$7.500
10175,69,SP,5755,Entre R$5.000 e R$7.500
21532,23,DF,10802,Mais Que R$10.000
26534,31,RJ,9492,Entre R$7.500 e R$10.000
08450,67,MG,11853,Mais Que R$10.000
18092,54,RJ,12992,Mais Que R$10.000
21588,40,SP,6690,Entre R$5.000 e R$7.500
06846,65,SP,12646,Mais Que R$10.000
05118,40,SP,11447,Mais Que R$10.000
24002,60,RJ,9003,Entre R$7.500 e R$10.000
18226,85,SP,2688,Entre R$2.500 e R$5.000
25791,32,RJ,7905,Entre R$7.500 e R$10.000
12750,40,RJ,3284,Entre R$2.500 e R$5.000
03883,74,MG,13370,Mais Que R$10.000
23662,18,MG,9304,Entre R$7.500 e R$10.000
04526,80,SP,3980,Entre R$2.500 e R$5.000
11658,31,MG,6310,Entre R$5.000 e R$7.500
13693,43,BA,14055,Mais Que R$10.000
16464,45,SP,2291,Entre R$1.750 e R$2.500
04859,63,RJ,2917,Entre R$2.500 e R$5.000
22827,39,SP,10971,Mais Que R$10.000
16226,66,SC,4165,Entre R$2.500 e R$5.000
16360,76,SP,7817,Entre R$7.500 e R$10.000
12159,28,CE,13235,Mais Que R$10.000
07868,26,SP,10744,Mais Que R$10.000
00121,45,MG,8332,Entre R$7.500 e R$10.000
22212,60,GO,14402,Mais Que R$10.000
25822,83,RJ,14851,Mais Que R$10.000
08580,61,PR,5492,Entre R$5.000 e R$7.500
03529,31,SP,9494,Entre R$7.500 e R$10.000
01426,46,SP,7488,Entre R$5.000 e R$7.500
17580,53,SP,11615,Mais Que R$10.000
26452,75,SP,5919,Entre R$5.000 e R$7.500
01102,59,SP,6506,Entre R$5.000 e R$7.500
20415,88,SP,13441,Mais Que R$10.000
27271,21,SP,4941,Entre R$2.500 e R$5.000
05606,34,MG,5585,Entre R$5.000 e R$7.500
07081,79,PR,12770,Mais Que R$10.000
17710,54,RJ,12985,Mais Que R$10.000
03274,40,SP,8257,Entre R$7.500 e R$10.000
10741,71,SP,10959,Mais Que R$10.000
21951,27,SP,2081,Entre R$1.750 e R$2.500
21991,53,MG,11750,Mais Que R$10.000
16183,45,RJ,13720,Mais Que R$10.000
17246,37,MG,8523,Entre R$7.500 e R$10.000
18482,21,RJ,13613,Mais Que R$10.000
27921,56,SP,13569,Mais Que R$10.000
11735,18,RJ,12066,Mais Que R$10.000
09224,43,MG,10616,Mais Que R$10.000
24826,57,RJ,9929,Entre R$7.500 e R$10.000
08230,23,SP,5269,Entre R$5.000 e R$7.500
11641,88,MG,2001,Entre R$1.750 e R$2.500
00774,65,SP,7789,Entre R$7.500 e R$10.000
21213,44,DF,10990,Mais Que R$10.000
24204,55,SP,11490,Mais Que R$10.000
19465,83,SP,6129,Entre R$5.000 e R$7.500
00226,85,RJ,11209,Mais Que R$10.000
06589,74,RS,5493,Entre R$5.000 e R$7.500
08762,25,SP,13143,Mais Que R$10.000
09444,24,SP,14196,Mais Que R$10.000
12642,54,MG,7759,Entre R$7.500 e R$10.000
11250,50,MG,2730,Entre R$2.500 e R$5.000
06429,31,MG,2683,Entre R$2.500 e R$5.000
22651,21,SP,11609,Mais Que R$10.000
26005,46,RJ,8194,Entre R$7.500 e R$10.000
10803,34,SP,2707,Entre R$2.500 e R$5.000
03096,69,SP,11224,Mais Que R$10.000
22816,32,RJ,4641,Entre R$2.500 e R$5.000
16159,49,RJ,2088,Entre R$1.750 e R$2.500
11850,87,RJ,8286,Entre R$7.500 e R$10.000
24990,75,SP,14579,Mais Que R$10.000
05154,76,MG,11507,Mais Que R$10.000
21247,20,RJ,12095,Mais Que R$10.000
20348,36,SP,7129,Entre R$5.000 e R$7.500
07945,28,RJ,12612,Mais Que R$10.000
00268,33,SP,2724,Entre R$2.500 e R$5.000
04063,40,SP,10254,Mais Que R$10.000
23232,69,SP,13109,Mais Que R$10.000
26444,59,PE,13210,Mais Que R$10.000
05060,27,SP,11953,Mais Que R$10.000
08410,71,SP,5469,Entre R$5.000 e R$7.500
27131,55,MG,1669,Até R$1.750
20995,40,SP,9980,Entre R$7.500 e R$10.000
18178,67,DF,9401,Entre R$7.500 e R$10.000
22787,65,MG,1512,Até R$1.750
07574,62,SP,12111,Mais Que R$10.000
02842,85,PR,12811,Mais Que R$10.000
23557,63,MG,9542,Entre R$7.500 e R$10.000
19836,57,MG,4717,Entre R$2.500 e R$5.000
00956,29,SP,4545,Entre R$2.500 e R$5.000
20574,53,SP,13704,Mais Que R$10.000
08337,65,SP,7731,Entre R$7.500 e R$10.000
02066,39,RJ,8741,Entre R$7.500 e R$10.000
27793,89,SP,3326,Entre R$2.500 e R$5.000
21176,74,SP,8764,Entre R$7.500 e R$10.000
21730,57,DF,9891,Entre R$7.500 e R$10.000
06391,18,RJ,8535,Entre R$7.500 e R$10.000
02887,45,RJ,3526,Entre R$2.500 e R$5.000
25803,68,MG,6158,Entre R$5.000 e R$7.500
17991,21,SP,9236,Entre R$7.500 e R$10.000
